VENDOR_CODE,VENDOR_NAME,P.O.#,SKU #,LINE#,DESCRIPTION,ORDERED_QTY,SHIPPED_QTY,CARTON_COUNT,MASTER_PACK,ORDERED_CBM,SHIPPED_CBM,SHIPPED_KGS,EXP_SAIL_DATE  ,CARGO_RECV_DATE,DEPT#,POL,POL_ATD,POD,POD_ETA,POA,POA_ETA,DC_NO,CARRIER,VESSEL,VOYAGE,CONTAINER,CONTAINER_SIZE,CONTAINER_TYPE,CONTAINER_SEAL,LOAD_DELV_TYPE,BL#,eASN_CREATED_BY,INCO_TERMS
41198,ASIAN AMERICAN PARTNERS,4450047,116081893,5,MAG W LAGUNA MADRE S S POLO BLUE X LARGE,1476,1440,40,36,,2.07,319.01,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4450047,116081906,6,MAG W LAGUNA MADRE S S POLO BLUE XX LARG,756,720,20,36,,1.04,159.51,09/26/2018,09/24/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,APHU7030657,40H,DRY,G0729758,CFS/CY,APLU056449520,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801820,1,MAG B CASTING L S TEE CREW AQUA OR TURQU,240,240,10,24,,0.43,110.05,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801838,2,MAG B CASTING L S TEE CREW AQUA OR TURQU,216,216,9,24,,0.39,99.05,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801846,3,MAG B CASTING L S TEE CREW AQUA OR TURQU,288,288,12,24,,0.52,132.07,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801854,4,MAG B CASTING L S TEE CREW AQUA OR TURQU,264,264,11,24,,0.48,121.06,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801862,5,MAG B CASTING L S TEE CREW AQUA OR TURQU,216,216,9,24,,0.39,99.05,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801871,6,MAG B CASTING L S TEE CREW SILVER X SMAL,504,504,21,24,,0.91,231.11,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801889,7,MAG B CASTING L S TEE CREW SILVER SMALL,480,480,20,24,,0.87,220.11,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801897,8,MAG B CASTING L S TEE CREW SILVER MEDIUM,648,648,27,24,,1.17,297.15,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801900,9,MAG B CASTING L S TEE CREW SILVER LARGE,600,600,25,24,,1.08,275.14,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801918,10,MAG B CASTING L S TEE CREW SILVER X LARG,480,480,20,24,,0.87,220.11,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801926,11,MAG B CASTING L S TEE CREW RED DARK 01 X,504,504,21,24,,0.91,231.11,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801934,12,MAG B CASTING L S TEE CREW RED DARK 01 S,480,480,20,24,,0.87,220.11,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801942,13,MAG B CASTING L S TEE CREW RED DARK 01 M,648,648,27,24,,1.17,297.15,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801951,14,MAG B CASTING L S TEE CREW RED DARK 01 L,600,600,25,24,,1.08,275.14,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801969,15,MAG B CASTING L S TEE CREW RED DARK 01 X,480,480,20,24,,0.87,220.11,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801977,16,MAG B CASTING L S TEE CREW NAVY X SMALL,240,240,10,24,,0.43,110.05,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801985,17,MAG B CASTING L S TEE CREW NAVY SMALL,216,216,9,24,,0.39,99.05,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116801993,18,MAG B CASTING L S TEE CREW NAVY MEDIUM O,288,288,12,24,,0.52,132.07,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116802005,19,MAG B CASTING L S TEE CREW NAVY LARGE,264,264,11,24,,0.48,121.06,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
41198,ASIAN AMERICAN PARTNERS,4577780,116802013,20,MAG B CASTING L S TEE CREW NAVY X LARGE,216,216,9,24,,0.39,99.05,09/21/2018,09/25/2018,,BDCGP,10/02/2018,USSPQ,11/07/2018,USKTX,11/14/2018,895,APLU,CMA CGM LOIRE,317,GESU6173522,40H,DRY,G0729755,CFS/CY,APLU056385372,,
